-------------------------------------------
|            Входные данные               |
-------------------------------------------
X нач. = 0
X кон. = 100
dX = 0.1
Точн. = 1e-16

-------------------------------------------
|    X   |  Done  |    S    |  Count Iter |
|76.2|true |-8.99772815e+17|244|
|76.3|true |3.41355065e+17|245|
|76.4|true |-2.17415968e+17|245|
|76.5|true |-3.313358896e+17|245|
|76.6|true |4.097742577e+18|245|
|76.7|true |-2.860113187e+17|246|
|76.8|true |-1.06609405e+18|246|
|76.9|true |-7.406099219e+17|246|
|77|true |4.688579941e+17|247|
|77.1|true |-2.594896916e+18|247|
|77.2|true |-2.908483827e+18|247|
|77.3|true |8.92713177e+15|247|
|77.4|true |2.278941488e+18|248|
|77.5|true |2.074201113e+17|248|
|77.6|true |1.713348904e+17|248|
|77.7|true |-6.883534514e+17|249|
|77.8|true |-2.899146735e+18|249|
|77.9|true |-5.755474752e+18|249|
|78|true |-8.379146247e+18|249|
|78.1|true |-1.288309786e+18|250|
|78.2|true |-3.878592346e+18|250|
|78.3|true |3.982957047e+18|250|
|78.4|true |-1.247832025e+19|250|
|78.5|true |4.165626811e+18|251|
|78.6|true |-6.05197994e+18|251|
|78.7|true |-2.453603337e+18|251|
|78.8|true |-1.330173421e+19|252|
|78.9|true |1.570558071e+19|252|
|79|true |-6.17760861e+18|252|
|79.1|true |-5.136248742e+18|252|
|79.2|true |1.183785548e+18|253|
|79.3|true |-1.088296626e+19|253|
|79.4|true |1.399757092e+19|253|
|79.5|true |-1.371139362e+19|253|
|79.6|true |-1.040936843e+19|254|
|79.7|true |-6.896034484e+17|254|
|79.8|true |4.004652905e+19|254|
|79.9|true |2.20135658e+19|255|
|80|true |-2.458046384e+19|255|
|80.1|true |3.913903665e+18|255|
|80.2|true |3.504815489e+19|255|
|80.3|true |-7.914192855e+19|256|
|80.4|true |-5.392809185e+19|256|
|80.5|true |7.607114061e+19|256|
|80.6|true |-7.417572675e+19|256|
|80.7|true |-1.448207004e+20|257|
|80.8|true |6.697229356e+19|257|
|80.9|true |8.614494858e+19|257|
|81|true |-9.406096222e+19|258|
|81.1|true |-5.024098284e+19|258|
|81.2|true |-1.729480238e+20|258|
|81.3|true |1.542206147e+19|258|
|81.4|true |-2.853543232e+19|259|
|81.5|true |-1.435205181e+20|259|
|81.6|true |2.121560684e+20|259|
|81.7|true |-3.101911311e+19|260|
|81.8|true |-3.35160235e+20|260|
|81.9|true |2.745509474e+20|260|
|82|true |1.511038491e+19|260|
|82.1|true |2.912990079e+20|261|
|82.2|true |-9.949351416e+19|261|
|82.3|true |-1.977270033e+20|261|
|82.4|true |4.031303715e+19|261|
|82.5|true |2.20836879e+20|262|
|82.6|true |1.226618516e+20|262|
|82.7|true |-4.365633735e+20|262|
|82.8|true |2.020644001e+20|263|
|82.9|true |-6.280220948e+19|263|
|83|true |1.126633524e+21|263|
|83.1|true |-9.810519685e+20|263|
|83.2|true |7.927441573e+20|264|
|83.3|true |1.412613235e+21|264|
|83.4|true |-4.103920018e+20|264|
|83.5|true |-1.899190686e+21|264|
|83.6|true |9.587522843e+20|265|
|83.7|true |-1.274776412e+21|265|
|83.8|true |1.56045479e+21|265|
|83.9|true |-2.699677447e+21|266|
|84|true |1.055049027e+21|266|
|84.1|true |-1.424986357e+21|266|
|84.2|true |-3.251549228e+21|266|
|84.3|true |2.040564525e+21|267|
|84.4|true |-8.183756291e+20|267|
|84.5|true |-3.463660437e+20|267|
|84.6|true |-3.658091341e+21|267|
|84.7|true |4.567740362e+19|268|
|84.8|true |8.519262559e+20|268|
|84.9|true |-2.304513735e+21|268|
|85|true |-1.234295572e+22|269|
|85.1|true |-1.071671442e+20|269|
|85.2|true |1.394619939e+22|269|
|85.3|true |6.801143037e+21|269|
|85.4|true |-2.07058922e+21|270|
|85.5|true |-7.597202531e+20|270|
|85.6|true |-9.699454408e+21|270|
|85.7|true |2.181111217e+22|271|
|85.8|true |-1.214596821e+22|271|
|85.9|true |-4.760193724e+21|271|
|86|true |-6.610547575e+21|271|
|86.1|true |-1.760981981e+21|272|
|86.2|true |3.088935659e+22|272|
|86.3|true |4.037753621e+22|272|
|86.4|true |1.464735179e+22|272|
|86.5|true |-6.100195463e+21|273|
|86.6|true |-5.467764007e+22|273|
|86.7|true |-3.834540125e+22|273|
|86.8|true |-1.648304333e+21|274|
|86.9|true |1.131208083e+22|274|
|87|true |-1.108016339e+22|274|
|87.1|true |9.804938529e+22|274|
|87.2|true |1.202446062e+22|275|
|87.3|true |6.724524456e+22|275|
|87.4|true |9.733001636e+21|275|
|87.5|true |5.030177356e+20|275|
|87.6|true |-5.720332964e+22|276|
|87.7|true |-4.890068576e+22|276|
|87.8|true |9.737158146e+22|276|
|87.9|true |-6.041246459e+22|277|
|88|true |-1.045851699e+23|277|
|88.1|true |1.146583962e+23|277|
|88.2|true |1.294037838e+23|277|
|88.3|true |1.025380889e+23|278|
|88.4|true |2.581748225e+23|278|
|88.5|true |1.962981027e+23|278|
|88.6|true |1.374714445e+23|278|
|88.7|true |2.843741094e+22|279|
|88.8|true |7.872357916e+22|279|
|88.9|true |-3.782434285e+23|279|
|89|true |-3.38161024e+23|280|
|89.1|true |1.406692249e+23|280|
|89.2|true |5.37924251e+23|280|
|89.3|true |7.220334104e+23|280|
|89.4|true |4.855098515e+23|281|
|89.5|true |2.371152996e+23|281|
|89.6|true |5.460765112e+23|281|
|89.7|true |-8.410738578e+23|282|
|89.8|true |3.600549165e+23|282|
|89.9|true |-5.363671344e+23|282|
|90|true |-2.041521409e+23|282|
|90.1|true |-4.245479308e+23|283|
|90.2|true |-1.07441532e+24|283|
|90.3|true |-5.761983205e+23|283|
|90.4|true |-3.379888847e+23|283|
|90.5|true |1.340294153e+24|284|
|90.6|true |2.224502084e+23|284|
|90.7|true |-2.887325823e+24|284|
|90.8|true |-8.639721693e+22|285|
|90.9|true |1.220186973e+24|285|
|91|true |-5.662501921e+24|285|
|91.1|true |-8.773864038e+23|285|
|91.2|true |1.225280684e+24|286|
|91.3|true |7.088051313e+23|286|
|91.4|true |-1.406814162e+23|286|
|91.5|true |7.191675634e+24|286|
|91.6|true |3.480703693e+24|287|
|91.7|true |3.511049293e+24|287|
|91.8|true |-4.020959962e+24|287|
|91.9|true |-3.334609004e+24|288|
|92|true |-1.689375284e+25|288|
|92.1|true |-1.151003134e+24|288|
|92.2|true |3.154569392e+24|288|
|92.3|true |-3.945480784e+24|289|
|92.4|true |3.436604694e+24|289|
|92.5|true |1.286244343e+25|289|
|92.6|true |-1.029015097e+25|289|
|92.7|true |9.510390167e+24|290|
|92.8|true |7.817459554e+24|290|
|92.9|true |-9.695888782e+24|290|
|93|true |1.254132896e+25|291|
|93.1|true |8.740131676e+24|291|
|93.2|true |-3.218318702e+25|291|
|93.3|true |-4.551110588e+25|291|
|93.4|true |-2.882101747e+25|292|
|93.5|true |-4.501241176e+24|292|
|93.6|true |4.973716982e+25|292|
|93.7|true |9.268315943e+24|292|
|93.8|true |3.086492359e+25|293|
|93.9|true |4.623585703e+25|293|
|94|true |5.524877263e+25|293|
|94.1|true |-5.704410879e+25|294|
|94.2|true |-1.121393169e+26|294|
|94.3|true |-4.672096723e+25|294|
|94.4|true |9.105139196e+23|294|
|94.5|true |1.668097316e+25|295|
|94.6|true |5.93242625e+25|295|
|94.7|true |5.938485082e+25|295|
|94.8|true |6.658968716e+25|296|
|94.9|true |-6.511161993e+25|296|
|95|true |-1.920610546e+26|296|
|95.1|true |9.928933679e+25|296|
|95.2|true |-4.035936223e+25|297|
|95.3|true |4.261658319e+25|297|
|95.4|true |1.300476113e+26|297|
|95.5|true |-3.77927656e+25|297|
|95.6|true |8.181697848e+25|298|
|95.7|true |-2.137582149e+26|298|
|95.8|true |5.723378191e+26|298|
|95.9|true |-8.684248506e+24|299|
|96|true |4.747350772e+26|299|
|96.1|true |-3.778159224e+26|299|
|96.2|true |-9.512328015e+26|299|
|96.3|true |-7.385018284e+26|300|
|96.4|true |-2.40968502e+26|300|
|96.5|true |8.774659916e+22|300|
|96.6|true |-2.006248857e+26|300|
|96.7|true |9.005136938e+26|301|
|96.8|true |5.289039247e+26|301|
|96.9|true |2.552597419e+27|301|
|97|true |9.154689437e+26|302|
|97.1|true |5.085138171e+26|302|
|97.2|true |1.679200062e+26|302|
|97.3|true |-4.557071058e+26|302|
|97.4|true |-5.239177043e+27|303|
|97.5|true |-1.929424344e+26|303|
|97.6|true |4.831127924e+26|303|
|97.7|true |2.375956166e+27|303|
|97.8|true |1.23511625e+26|304|
|97.9|true |7.263739845e+27|304|
|98|true |-5.276948898e+27|304|
|98.1|true |5.153546035e+27|305|
|98.2|true |2.006371322e+27|305|
|98.3|true |-4.061157571e+26|305|
|98.4|true |-4.439953871e+27|305|
|98.5|true |-2.936922682e+27|306|
|98.6|true |3.012776636e+26|306|
|98.7|true |5.416156483e+27|306|
|98.8|true |2.067937703e+27|306|
|98.9|true |3.365256611e+27|307|
|99|true |8.215103711e+27|307|
|99.1|true |7.849509556e+27|307|
|99.2|true |-9.297795088e+27|308|
|99.3|true |-1.760854003e+28|308|
|99.4|true |9.061094713e+27|308|
|99.5|true |2.105674609e+27|308|
|99.6|true |-1.387937946e+28|309|
|99.7|true |-7.555240682e+27|309|
|99.8|true |1.392607768e+28|309|
|99.9|true |5.414528237e+27|310|
|100|true |1.066580092e+28|310|
